PubID,Name,Company_Name,Address,City,State,Zip,Telephone,Fax,Comments,SSMA_TimeStamp
574,CENTAUR,CENTAUR SYSTEMS,,,,,,,,System.Byte[]
575,MATH WARE,MATH WARE,,,,,,,,System.Byte[]
576,ROBINS,ROBINS PR,,,,,,,,System.Byte[]
577,INTELLOGIC,INTELLOGIC PR,,,,,,,,System.Byte[]
578,ZILOG,ZILOG,,,,,,,,System.Byte[]
579,CELO VALLEY,CELO VALLEY BOOKS,,,,,,,,System.Byte[]
580,AGRICULTURE & NATURAL RESOURCES,AGRICULTURE & NATURAL RESOURCES,,,,,,,,System.Byte[]
581,KING ENTERPRISES,KING ENTERPRISES,,,,,,,,System.Byte[]
582,ADAMS HALL PUB,ADAMS HALL PUB,,,,,,,,System.Byte[]
583,ICP,ICP PUB,,,,,,,,System.Byte[]
584,GENERAL INFORMATION,GENERAL INFORMATION,,,,,,,,System.Byte[]
585,DAVIS,DAVIS PUBNS,,,,,,,,System.Byte[]
586,TECHNICAL COMMUNICATIONS ASSOCS,TECHNICAL COMMUNICATIONS ASSOCS,,,,,,,,System.Byte[]
587,MUMPS,MUMPS USERS GROUP,,,,,,,,System.Byte[]
588,MECC,MECC,,,,,,,,System.Byte[]
589,ARTWORX SOFTWARE,ARTWORX SOFTWARE CO,,,,,,,,System.Byte[]
590,CMC,CMC PUBNS,,,,,,,,System.Byte[]
591,CPSR,CPSR,,,,,,,,System.Byte[]
592,THOUGHT-TOOLS,THOUGHT-TOOLS,,,,,,,,System.Byte[]
593,HENRY HOLT & CO,HENRY HOLT & CO,,,,,,,,System.Byte[]
594,COMPUTER TRAINING SERVICES,COMPUTER TRAINING SERVICES,,,,,,,,System.Byte[]
595,EGGHEAD DISCOUNT SOFTWARE,EGGHEAD DISCOUNT SOFTWARE,,,,,,,,System.Byte[]
596,HW WILSON,HW WILSON,,,,,,,,System.Byte[]
597,PINERIDGE,PINERIDGE PUBS,,,,,,,,System.Byte[]
598,PRACTISING LAW INST,PRACTISING LAW INST,,,,,,,,System.Byte[]
599,SYSTEMS EXPRESS,SYSTEMS EXPRESS,,,,,,,,System.Byte[]
600,AMER SMALL BUSINESS COMPUTER,AMER SMALL BUSINESS COMPUTER,1818 Ridge Rd.,Homewood,IL,60430,708-798-6000,,,System.Byte[]
601,HOOVER INST,HOOVER INST PR,,,,,,,,System.Byte[]
602,SOLITAIRE PUB,SOLITAIRE PUB,,,,,,,,System.Byte[]
603,ARMOND DALTON,ARMOND DALTON PUB,,,,,,,,System.Byte[]
604,IECC,IECC,,,,,,,,System.Byte[]
605,IBM,IBM CORP,,,,,,,,System.Byte[]
606,TECHNOMIC,TECHNOMIC PUB CO,,,,,,,,System.Byte[]
607,FUTURE COMMUNICATIONS SYSTEM,FUTURE COMMUNICATIONS SYSTEM,92 Summit Way,Syosset,NY,11791,516-496-7121,,,System.Byte[]
608,LANGENSCHEIDT,LANGENSCHEIDT PUB,,,,,,,,System.Byte[]
609,SYNOPSYS,SYNOPSYS,,,,,,,,System.Byte[]
610,WEKA,WEKA PUB,,,,,,,,System.Byte[]
611,NATL ASSN OF SOCIAL WORKERS,NATL ASSN OF SOCIAL WORKERS,,,,,,,,System.Byte[]
612,LOGICAL SOLUTIONS RESEARCH,LOGICAL SOLUTIONS RESEARCH,595 Blossom Rd.,Rochester,NY,14610,716-482-7700,,,System.Byte[]
613,COZZI RESEARCH,COZZI RESEARCH,,,,,,,,System.Byte[]
614,CRUISE SCIENTIFIC,CRUISE SCIENTIFIC,,,,,,,,System.Byte[]
615,WATCOM PUBNS,WATCOM PUBNS,,,,,,,,System.Byte[]
616,ABC TELETRAINING,ABC TELETRAINING,,,,,,,,System.Byte[]
617,EDUCATIONAL DESIGN,EDUCATIONAL DESIGN,,,,,,,,System.Byte[]
618,THE LEARNING WORKS,THE LEARNING WORKS,,,,,,,,System.Byte[]
619,BARRONS EDUCATIONAL SERIES,BARRONS EDUCATIONAL SERIES,,,,,,,,System.Byte[]
620,INST FOR SOCIAL RESEARCH,INST FOR SOCIAL RESEARCH,,,,,,,,System.Byte[]
621,ALGORITHMICS PR,ALGORITHMICS PR,,,,,,,,System.Byte[]
622,SPRINGER VERLAG,SPRINGER VERLAG PUB (COMPUTER BKS),,,,,,,,System.Byte[]
623,POCKET,POCKET BOOKS,,,,,,,,System.Byte[]
624,A K PETERS,A K PETERS LTD,,,,,,,,System.Byte[]
625,NATL INFORMATION STANDARDS,NATL INFORMATION STANDARDS,,,,,,,,System.Byte[]
626,OXFORD UNIV,OXFORD UNIV PR (TRADE),,,,,,,,System.Byte[]
627,DORLING-KINDERSLEY,DORLING-KINDERSLEY,,,,,,,,System.Byte[]
628,ADVANCED MICRO SUPPLIES INC,ADVANCED MICRO SUPPLIES INC,,,,,,,,System.Byte[]
629,WARNER BOOKS,WARNER BOOKS,,,,,,,,System.Byte[]
630,AMER PSYCHIATRIC PR,AMER PSYCHIATRIC PR,,,,,,,,System.Byte[]
631,OUR SUNDAY VISITOR,OUR SUNDAY VISITOR,,,,,,,,System.Byte[]
632,GOVERNMENT PRINTING OFFICE,GOVERNMENT PRINTING OFFICE,,,,,,,,System.Byte[]
633,PENGUIN,PENGUIN USA,,,,,,,,System.Byte[]
634,KING LIZARD,KING LIZARD PUBNS,,,,,,,,System.Byte[]
635,TOP OF THE MOUNTAIN,TOP OF THE MOUNTAIN PUB,,,,,,,,System.Byte[]
636,AMER SOCIETY FOR QUALITY,AMER SOCIETY FOR QUALITY,,,,,,,,System.Byte[]
637,UNIV OF TEXAS,UNIV OF TEXAS PR,,,,,,,,System.Byte[]
638,MAXIMUM,MAXIMUM PR,,,,,,,,System.Byte[]
639,OASIS,OASIS PR,,,,,,,,System.Byte[]
640,TRAFALGAR SQUARE,TRAFALGAR SQUARE,,,,,,,,System.Byte[]
641,CHILDRENS,CHILDRENS PR,,,,,,,,System.Byte[]
642,GUSTAV FISCHER,GUSTAV FISCHER,,,,,,,,System.Byte[]
643,ST MARTINS PR,ST MARTINS PR,,,,,,,,System.Byte[]
644,CAREER,CAREER PUB,,,,,,,,System.Byte[]
645,SKIDMORE-ROTH,SKIDMORE-ROTH PUB,,,,,,,,System.Byte[]
646,CLEARFIELD,CLEARFIELD CO,,,,,,,,System.Byte[]
647,NATL COUNCIL OF TEACHERS,NATL COUNCIL OF TEACHERS,,,,,,,,System.Byte[]
648,SCANDINAVIAN,SCANDINAVIAN PC SYSTEMS,,,,,,,,System.Byte[]
649,W W NORTON,W W NORTON & CO,,,,,,,,System.Byte[]
650,NATL ACADEMY,NATL ACADEMY PR,,,,,,,,System.Byte[]
651,UNIV OF CALIFORNIA,UNIV OF CALIFORNIA PR,,,,,,,,System.Byte[]
652,MARANGRAPHICS,MARANGRAPHICS,,,,,,,,System.Byte[]
653,YALE,YALE UNIV PR,,,,,,,,System.Byte[]
654,NATL AUDIOVISUAL CTR,NATL AUDIOVISUAL CTR,,,,,,,,System.Byte[]
655,FOX,FOX SOFTWARE,,,,,,,,System.Byte[]
656,COSMIC,COSMIC UNIV OF GEORGIA,,,,,,,,System.Byte[]
657,GOLDSTEIN & BLAIR,GOLDSTEIN & BLAIR,,,,,,,,System.Byte[]
658,BRIDGE,BRIDGE LEARNING SYSTEMS,,,,,,,,System.Byte[]
659,COMPUTER LITERACY,COMPUTER LITERACY PR,,,,,,,,System.Byte[]
660,ROUTLEDGE,ROUTLEDGE,,,,,,,,System.Byte[]
661,ASPEN LAW & BUSINESS,ASPEN LAW & BUSINESS,1818 Ridge Rd.,Homewood,IL,60430,708-798-6000,,,System.Byte[]
662,BUSINESS ONE IRWIN,BUSINESS ONE IRWIN,4 Gentry St.,Baldwinsville,NY,13027,315-638-0175,,,System.Byte[]
663,EASTERN COMPUTING LABORATORY,EASTERN COMPUTING LABORATORY,,,,,,,,System.Byte[]
664,CRITICAL THINKING,CRITICAL THINKING PR,,,,,,,,System.Byte[]
665,EDITORIAL ENTERPRISES,EDITORIAL ENTERPRISES,,,,,,,,System.Byte[]
666,GREGORY,GREGORY PUB CO,,,,,,,,System.Byte[]
667,FINNEY LEARNING SYSTEM,FINNEY LEARNING SYSTEM,,,,,,,,System.Byte[]
668,TACTICAL TECHNOLOGIES,TACTICAL TECHNOLOGIES,,,,,,,,System.Byte[]
669,RESOLUTION BUSINESS,RESOLUTION BUSINESS PR,1818 Ridge Rd.,Homewood,IL,60430,708-798-6000,,,System.Byte[]
670,MEDIA MAGIC,MEDIA MAGIC,,,,,,,,System.Byte[]
671,UTILITY DATA INST,UTILITY DATA INST,,,,,,,,System.Byte[]
672,COMPUTER INFORMATION TECHNICAL,COMPUTER INFORMATION TECHNICAL,,,,,,,,System.Byte[]
673,UNIV OF CALGARY,UNIV OF CALGARY,,,,,,,,System.Byte[]
674,CHANIMAR ACE,CHANIMAR ACE,,,,,,,,System.Byte[]
675,QUARK PRODUCTIONS,QUARK PRODUCTIONS,,,,,,,,System.Byte[]
676,HARPERCOLLINS INTERACTIVE,HARPERCOLLINS INTERACTIVE,,,,,,,,System.Byte[]
677,INFOTAINMENT WORLD,INFOTAINMENT WORLD BOOKS,,,,,,,,System.Byte[]
678,ZELOS,ZELOS,,,,,,,,System.Byte[]
679,SOCIETY FOR COMPUTER,SOCIETY FOR COMPUTER,,,,,,,,System.Byte[]
680,LOVEJOY,LOVEJOY,,,,,,,,System.Byte[]
681,MICROSCOPE,MICROSCOPE PUBNS LTD,,,,,,,,System.Byte[]
682,WORDCRAFT,WORDCRAFT,,,,,,,,System.Byte[]
683,JIST WORKS,JIST WORKS,,,,,,,,System.Byte[]
684,WORDCRAFT OF OREGON,WORDCRAFT OF OREGON,,,,,,,,System.Byte[]
685,BRODERBUND,BRODERBUND SOFTWARE,,,,,,,,System.Byte[]
686,BARRONS EDUCATIONAL AUDIO,BARRONS EDUCATIONAL AUDIO,,,,,,,,System.Byte[]
687,LITURGY TRAINING,LITURGY TRAINING PUBNS,,,,,,,,System.Byte[]
688,CONARI,CONARI PR,,,,,,,,System.Byte[]
689,DESCRIBE,DESCRIBE INC,,,,,,,,System.Byte[]
690,AMER FINANCIAL DIRECTORIES,AMER FINANCIAL DIRECTORIES,,,,,,,,System.Byte[]
691,APPLEWOOD,APPLEWOOD BOOKS,,,,,,,,System.Byte[]
692,PRIME TIME FREEWARE,PRIME TIME FREEWARE,,,,,,,,System.Byte[]
693,QUORUM,QUORUM BOOKS,,,,,,,,System.Byte[]
694,TOMMY SOFTWARE,TOMMY SOFTWARE,,,,,,,,System.Byte[]
695,NOLO,NOLO PR,,,,,,,,System.Byte[]
696,CALIFORNIA SCIENTIFIC SOFTWARE,CALIFORNIA SCIENTIFIC SOFTWARE,,,,,,,,System.Byte[]
697,MANUFACTURERS NEWS,MANUFACTURERS NEWS,P.O. Box 90, 11711 N. College Ave.,Carmel,IN,46032,,,,System.Byte[]
698,NATL LEAGUE FOR NURSING,NATL LEAGUE FOR NURSING,,,,,,,,System.Byte[]
699,FALMER PR,FALMER PR (TAYLOR&FRANCIS),,,,,,,,System.Byte[]
700,FREE SOFTWARE FOUNDATION,FREE SOFTWARE FOUNDATION,,,,,,,,System.Byte[]
701,INST OF INTERNAL AUDITORS,INST OF INTERNAL AUDITORS,,,,,,,,System.Byte[]
702,STANFORD UNIV CENTER FOR THE STUDY,STANFORD UNIV CENTER FOR THE STUDY,,,,,,,,System.Byte[]
703,RAWHIDE,RAWHIDE PR,,,,,,,,System.Byte[]
704,PUTNAM PUB GROUP,PUTNAM PUB GROUP JUV,,,,,,,,System.Byte[]
705,GOVE PUB,GOVE PUB CO,,,,,,,,System.Byte[]
706,PETERSONS GUIDES,PETERSONS GUIDES,,,,,,,,System.Byte[]
707,AVEBURY,AVEBURY,,,,,,,,System.Byte[]
708,AFH SOFTECH,AFH SOFTECH,,,,,,,,System.Byte[]
709,THE COLLEGE BOARD,THE COLLEGE BOARD,,,,,,,,System.Byte[]
710,Addison-Wesley,Addison-Wesley Publishing Co Inc.,Rte 128,Reading,MA,01867,617-944-3700,617-964-9460,,System.Byte[]
711,Bantam,Bantam Books Div of: Bantam Doubleday Dell Publishing Group Inc.,666 Fifth Ave,New York,NY,10103,800-223-6834,212-765-3869 ,GENERAL TRADE BOOKS - HARDCOVER JUVENILE AND YOUNG ADULT BOOKS PAPERBACK BOOKS - MASS MARKET PAPERBACK BOOKS - TRADE FILM, VIDEO 
NAVAL, MARITIME,System.Byte[]
712,Benjamin/Cummings,Benjamin-Cummings Publishing Company Subs. of Addison-Wesley Publishing Co.,390 Bridge Pkwy.,Redwood City,CA,94065,800-950-2665,415-594-4409,,System.Byte[]
713,Intertext,Intertext Publications/Multiscience Press,2633 E. 17th Ave.,Anchorage,AK,99508,,,,System.Byte[]
714,McGraw-Hill,McGraw-Hill Inc,1221 Ave of the Americas,New York,NY,10020,212-512-2000,,DICTIONARIES, ENCYCLOPEDIAS GENERAL TRADE BOOKS - HARDCOVER PAPERBACK BOOKS - TRADE 
DIRECTORIES, REFERENCE BOOKS 
TEXTBOOKS - ELEMENTARY 
TEXTBOOKS - SECONDARY 
MICROCOMPUTER SOFTWARE 
PERIODICALS 
PROFESSIONAL BOOKS 
AV MATERIALS 
DATABASES 
AUDIO CASSETTES 
FOREIGN LANGUAGE AND BILINGUAL BOOKS 
TEXTBOOKS - COLLEGE 
VIDEO CASSETTES 
EDUCATION 
NONFICTION (GENERAL) 
BUSINESS 
LAW, LEGISLATION 
MEDICINE, NURSING, DENTISTRY,System.Byte[]
715,Prentice Hall,Prentice Hall Div. of Simon & Schuster, Inc.,15 Columbus Cir.,New York,NY,10023,800-922-0579,,,System.Byte[]
716,Prentice Hall,Prentice Hall International, Incorporated,Rte. 9W,Englewood Cliffs,NJ,07632,201-592-2000,,,System.Byte[]
717,SRA,Science Research Associates,155 N. Wacker Dr.,Chicago,IL,60606,800-621-0476,312-984-7162,,System.Byte[]
718,Yourdon,Yourdon Press (Imprint of Prentice Hall),15 Columbus Cir.,New York,NY,10023,212-373-8500,,,System.Byte[]
719,Microtrend,Microtrend Books,165 Vallecitos de Oros,San Marcos,CA  ,92069-1436,619-744-2299,,,System.Byte[]
720,McGraw-Hill,Osborne/McGraw-Hill Div. of McGraw-Hill, Inc,1221 Ave of the Americas,New York,NY,10020,800-227-0900,,DICTIONARIES, ENCYCLOPEDIAS GENERAL TRADE BOOKS - HARDCOVER PAPERBACK BOOKS - TRADE 
DIRECTORIES, REFERENCE BOOKS 
TEXTBOOKS - ELEMENTARY 
TEXTBOOKS - SECONDARY 
MICROCOMPUTER SOFTWARE 
PERIODICALS 
PROFESSIONAL BOOKS 
AV MATERIALS 
DATABASES 
AUDIO CASSETTES 
FOREIGN LANGUAGE AND BILINGUAL BOOKS 
TEXTBOOKS - COLLEGE 
VIDEO CASSETTES 
EDUCATION 
NONFICTION (GENERAL) 
BUSINESS 
LAW, LEGISLATION 
MEDICINE, NURSING, DENTISTRY,System.Byte[]
721,Sams,Sams Publications,11711 N. College Ave., Ste 140,Carmel,IN,46032,,,,System.Byte[]
722,SYBEX,SYBEX Inc,2021 Challenger Dr,Alameda,CA,94501,800-227-2346,415-523-2373,PAPERBACK BOOKS - TRADE DIRECTORIES, REFERENCE BOOKS MICROCOMPUTERS COMPUTER SCIENCE, DATA PROCESSING,System.Byte[]
723,McGraw-Hill,TAB Professional and Reference Books Div. of McGraw-Hill, Inc.,1221 Ave of the Americas,New York,NY,10020,800-822-8138,,,System.Byte[]
724,Windcrest,Windcrest Books (Imprint of TAB Bks.),P.O. Box 40,Blue Ridge Summit,PA,17294-0850,717-794-2191,,,System.Byte[]
725,Wordware,Wordware Pub.,1506 Capital Ave., Suite 101,Plano,TX,75074,,,,System.Byte[]
726,Irwin,Irwin Pr.  (for Richard D. Irwin, Inc., see Business One Irwin),4 Gentry St.,Baldwinsville,NY,13027,315-638-0175,,,System.Byte[]
727,Beta V,Beta V,16212 NE 113th Ct.,Redmond,WA,98052-2773,206-556-9205,206-556-9205,,System.Byte[]
